From,To,Subject,Message,Day,Date & Time,url_count,Cleaned_Subject,Cleaned_Message,Combined_Text,Qwen2.5_Category
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,hr has rolled out a new guideline,Monday,2/25/2022 6:03,0,hr notice,hr roll new guideline,hr notice hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,policy on remote work updated,Friday,11/20/2022 5:07,2,hr notice,policy remote work update,hr notice policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Wednesday,1/9/2022 7:02,2,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Friday,4/13/2022 9:07,1,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,policy on remote work updated,Friday,1/5/2022 0:09,1,hr notice,policy remote work update,hr notice policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,policy on remote work updated,Monday,1/16/2022 18:29,1,company policy change,policy remote work update,company policy change policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,review the new employee benefits,Tuesday,2/17/2022 1:57,1,company policy change,review new employee benefit,company policy change review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,review the new employee benefits,Monday,8/10/2022 9:57,0,employee handbook update,review new employee benefit,employee handbook update review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Friday,5/23/2022 10:06,2,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Tuesday,1/1/2022 15:18,2,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Tuesday,12/31/2022 17:34,2,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,policy on remote work updated,Tuesday,2/26/2022 6:46,2,employee handbook update,policy remote work update,employee handbook update policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,policy on remote work updated,Thursday,10/8/2022 18:28,0,employee handbook update,policy remote work update,employee handbook update policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,review the new employee benefits,Wednesday,8/7/2022 0:54,0,employee handbook update,review new employee benefit,employee handbook update review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,policy on remote work updated,Tuesday,9/8/2022 15:21,1,hr notice,policy remote work update,hr notice policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,policy on remote work updated,Thursday,3/29/2022 10:45,2,employee handbook update,policy remote work update,employee handbook update policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,hr has rolled out a new guideline,Wednesday,1/2/2022 12:37,0,hr notice,hr roll new guideline,hr notice hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,policy on remote work updated,Monday,12/31/2022 20:33,2,hr notice,policy remote work update,hr notice policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,policy on remote work updated,Monday,10/5/2022 10:21,0,company policy change,policy remote work update,company policy change policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,hr has rolled out a new guideline,Friday,7/23/2022 19:36,1,employee handbook update,hr roll new guideline,employee handbook update hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Friday,11/29/2022 2:31,2,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Tuesday,3/4/2022 16:57,2,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,review the new employee benefits,Friday,5/30/2022 0:41,1,employee handbook update,review new employee benefit,employee handbook update review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,hr has rolled out a new guideline,Thursday,5/31/2022 2:29,1,hr notice,hr roll new guideline,hr notice hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,review the new employee benefits,Friday,10/21/2022 7:07,0,employee handbook update,review new employee benefit,employee handbook update review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Thursday,4/24/2022 14:34,1,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,hr has rolled out a new guideline,Wednesday,4/16/2022 1:24,2,employee handbook update,hr roll new guideline,employee handbook update hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,hr has rolled out a new guideline,Friday,8/18/2022 19:13,1,hr notice,hr roll new guideline,hr notice hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,review the new employee benefits,Friday,2/23/2022 9:55,0,employee handbook update,review new employee benefit,employee handbook update review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,review the new employee benefits,Tuesday,11/22/2022 14:54,0,employee handbook update,review new employee benefit,employee handbook update review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,hr has rolled out a new guideline,Thursday,1/26/2022 13:02,1,employee handbook update,hr roll new guideline,employee handbook update hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,policy on remote work updated,Friday,1/4/2022 8:11,1,employee handbook update,policy remote work update,employee handbook update policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Friday,11/10/2022 23:12,2,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Tuesday,1/4/2022 22:18,2,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,hr has rolled out a new guideline,Wednesday,12/31/2022 6:30,2,hr notice,hr roll new guideline,hr notice hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Thursday,3/17/2022 15:44,1,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Thursday,6/26/2022 16:31,0,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,policy on remote work updated,Tuesday,5/6/2022 22:12,2,employee handbook update,policy remote work update,employee handbook update policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,policy on remote work updated,Wednesday,7/26/2022 23:58,0,company policy change,policy remote work update,company policy change policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,policy on remote work updated,Monday,1/30/2022 3:18,0,employee handbook update,policy remote work update,employee handbook update policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,hr has rolled out a new guideline,Monday,1/15/2022 17:20,0,hr notice,hr roll new guideline,hr notice hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,review the new employee benefits,Tuesday,11/19/2022 1:17,0,company policy change,review new employee benefit,company policy change review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,review the new employee benefits,Thursday,8/20/2022 10:32,2,employee handbook update,review new employee benefit,employee handbook update review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Wednesday,4/4/2022 5:07,1,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,hr has rolled out a new guideline,Wednesday,5/16/2022 23:19,1,hr notice,hr roll new guideline,hr notice hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,review the new employee benefits,Monday,4/28/2022 0:58,2,company policy change,review new employee benefit,company policy change review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Wednesday,8/19/2022 23:33,0,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,review the new employee benefits,Friday,12/6/2022 3:39,1,company policy change,review new employee benefit,company policy change review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,review the new employee benefits,Tuesday,3/21/2022 2:35,1,company policy change,review new employee benefit,company policy change review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Thursday,9/9/2022 5:55,0,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,hr has rolled out a new guideline,Tuesday,5/25/2022 2:01,1,employee handbook update,hr roll new guideline,employee handbook update hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Friday,12/7/2022 17:57,0,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,hr has rolled out a new guideline,Wednesday,7/19/2022 22:24,0,hr notice,hr roll new guideline,hr notice hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Wednesday,9/2/2022 23:42,2,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,policy on remote work updated,Monday,11/6/2022 7:37,1,employee handbook update,policy remote work update,employee handbook update policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,hr has rolled out a new guideline,Tuesday,9/14/2022 17:10,2,hr notice,hr roll new guideline,hr notice hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Monday,8/29/2022 11:29,2,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,policy on remote work updated,Friday,10/18/2022 19:05,2,company policy change,policy remote work update,company policy change policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,hr has rolled out a new guideline,Wednesday,5/29/2022 19:36,0,hr notice,hr roll new guideline,hr notice hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,review the new employee benefits,Thursday,1/17/2022 18:51,0,employee handbook update,review new employee benefit,employee handbook update review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Tuesday,12/2/2022 9:12,1,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Friday,3/5/2022 15:35,2,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,policy on remote work updated,Thursday,3/29/2022 9:38,0,hr notice,policy remote work update,hr notice policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Friday,12/31/2022 7:39,1,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Friday,3/22/2022 4:16,2,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,hr has rolled out a new guideline,Friday,4/9/2022 21:54,2,hr notice,hr roll new guideline,hr notice hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,policy on remote work updated,Tuesday,9/3/2022 5:01,1,hr notice,policy remote work update,hr notice policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,hr has rolled out a new guideline,Monday,4/15/2022 5:03,0,employee handbook update,hr roll new guideline,employee handbook update hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,hr has rolled out a new guideline,Tuesday,7/14/2022 20:50,1,employee handbook update,hr roll new guideline,employee handbook update hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,hr has rolled out a new guideline,Friday,11/19/2022 16:10,0,hr notice,hr roll new guideline,hr notice hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Thursday,12/27/2022 14:05,0,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,review the new employee benefits,Tuesday,5/23/2022 11:39,2,employee handbook update,review new employee benefit,employee handbook update review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,policy on remote work updated,Thursday,6/13/2022 4:49,0,company policy change,policy remote work update,company policy change policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Tuesday,5/14/2022 11:06,1,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,review the new employee benefits,Monday,4/11/2022 9:33,0,employee handbook update,review new employee benefit,employee handbook update review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Tuesday,4/17/2022 3:57,1,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Tuesday,8/21/2022 8:10,1,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Wednesday,1/20/2022 3:04,0,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,review the new employee benefits,Tuesday,9/6/2022 5:51,1,company policy change,review new employee benefit,company policy change review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,review the new employee benefits,Monday,10/6/2022 17:43,1,company policy change,review new employee benefit,company policy change review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,policy on remote work updated,Monday,12/30/2022 17:28,2,company policy change,policy remote work update,company policy change policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,hr has rolled out a new guideline,Thursday,12/4/2022 22:38,0,employee handbook update,hr roll new guideline,employee handbook update hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,review the new employee benefits,Monday,7/25/2022 9:17,0,employee handbook update,review new employee benefit,employee handbook update review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,hr has rolled out a new guideline,Monday,3/23/2022 20:26,1,hr notice,hr roll new guideline,hr notice hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,policy on remote work updated,Wednesday,8/17/2022 3:33,1,company policy change,policy remote work update,company policy change policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,policy on remote work updated,Thursday,1/4/2022 2:37,0,employee handbook update,policy remote work update,employee handbook update policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,policy on remote work updated,Friday,4/14/2022 16:00,1,company policy change,policy remote work update,company policy change policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,review the new employee benefits,Wednesday,5/10/2022 10:46,0,employee handbook update,review new employee benefit,employee handbook update review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,hr has rolled out a new guideline,Friday,9/8/2022 5:43,0,hr notice,hr roll new guideline,hr notice hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Thursday,8/12/2022 14:00,1,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Thursday,12/5/2022 19:38,2,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Wednesday,3/13/2022 15:12,0,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,policy on remote work updated,Wednesday,8/6/2022 6:34,1,employee handbook update,policy remote work update,employee handbook update policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,policy on remote work updated,Wednesday,6/4/2022 23:16,2,employee handbook update,policy remote work update,employee handbook update policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,review the new employee benefits,Thursday,7/22/2022 21:26,2,employee handbook update,review new employee benefit,employee handbook update review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,policy on remote work updated,Friday,6/25/2022 6:32,2,employee handbook update,policy remote work update,employee handbook update policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,hr has rolled out a new guideline,Thursday,2/5/2022 19:44,2,employee handbook update,hr roll new guideline,employee handbook update hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,review the new employee benefits,Tuesday,7/5/2022 4:10,2,company policy change,review new employee benefit,company policy change review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,policy on remote work updated,Wednesday,3/26/2022 3:37,2,employee handbook update,policy remote work update,employee handbook update policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,policy on remote work updated,Friday,9/8/2022 7:46,0,company policy change,policy remote work update,company policy change policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Thursday,9/29/2022 6:56,2,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,hr has rolled out a new guideline,Tuesday,12/8/2022 22:30,2,hr notice,hr roll new guideline,hr notice hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,review the new employee benefits,Friday,5/27/2022 15:05,1,employee handbook update,review new employee benefit,employee handbook update review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,hr has rolled out a new guideline,Tuesday,11/6/2022 1:15,0,employee handbook update,hr roll new guideline,employee handbook update hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Friday,7/27/2022 11:01,2,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,policy on remote work updated,Thursday,8/1/2022 23:44,1,hr notice,policy remote work update,hr notice policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Tuesday,9/4/2022 22:49,0,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,hr has rolled out a new guideline,Monday,2/23/2022 13:54,0,employee handbook update,hr roll new guideline,employee handbook update hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,policy on remote work updated,Friday,7/13/2022 19:12,0,employee handbook update,policy remote work update,employee handbook update policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,review the new employee benefits,Friday,4/25/2022 5:28,0,company policy change,review new employee benefit,company policy change review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,hr has rolled out a new guideline,Tuesday,1/27/2022 22:51,1,employee handbook update,hr roll new guideline,employee handbook update hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,policy on remote work updated,Friday,6/18/2022 16:13,0,hr notice,policy remote work update,hr notice policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,hr has rolled out a new guideline,Friday,1/1/2022 13:49,1,hr notice,hr roll new guideline,hr notice hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,review the new employee benefits,Friday,2/10/2022 23:03,1,company policy change,review new employee benefit,company policy change review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,policy on remote work updated,Monday,8/3/2022 0:03,2,company policy change,policy remote work update,company policy change policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,policy on remote work updated,Friday,8/13/2022 22:11,2,company policy change,policy remote work update,company policy change policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Tuesday,11/29/2022 19:26,0,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,policy on remote work updated,Friday,4/16/2022 18:06,1,company policy change,policy remote work update,company policy change policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Friday,9/13/2022 9:31,2,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,hr has rolled out a new guideline,Tuesday,3/27/2022 5:23,1,employee handbook update,hr roll new guideline,employee handbook update hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,review the new employee benefits,Wednesday,5/1/2022 22:47,1,company policy change,review new employee benefit,company policy change review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,hr has rolled out a new guideline,Friday,7/10/2022 1:46,0,employee handbook update,hr roll new guideline,employee handbook update hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,review the new employee benefits,Friday,12/22/2022 10:06,1,employee handbook update,review new employee benefit,employee handbook update review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,policy on remote work updated,Friday,7/31/2022 3:19,0,employee handbook update,policy remote work update,employee handbook update policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,hr has rolled out a new guideline,Monday,3/20/2022 5:25,0,hr notice,hr roll new guideline,hr notice hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,employee handbook update,review the new employee benefits,Thursday,12/5/2022 14:45,2,employee handbook update,review new employee benefit,employee handbook update review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Monday,4/5/2022 21:51,2,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,review the new employee benefits,Tuesday,7/18/2022 15:06,0,hr notice,review new employee benefit,hr notice review new employee benefit,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Thursday,8/10/2022 5:12,0,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,hr notice,policy on remote work updated,Monday,7/12/2022 6:02,1,hr notice,policy remote work update,hr notice policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,hr has rolled out a new guideline,Wednesday,5/31/2022 21:31,2,company policy change,hr roll new guideline,company policy change hr roll new guideline,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,policy on remote work updated,Monday,8/29/2022 17:00,2,company policy change,policy remote work update,company policy change policy remote work update,Internal Policies & HR Updates
internal_policies_&_hr_updates@fyp-ai.com,employee@enron.com,company policy change,policy on remote work updated,Tuesday,8/22/2022 4:26,0,company policy change,policy remote work update,company policy change policy remote work update,Internal Policies & HR Updates
